Time,Energy
7177,16921.29
7178,16917.86
7179,17231.64
7180,18231.93
7181,21050.16
7182,22873.79
7183,23211.09
7184,23185.79
7185,22894.94
7186,22938.7
7187,22823.53
7188,22769.91
7189,22702.06
7190,22918.98
7191,22904.51
7192,23514.41
7193,24240.88
7194,24198.03
7195,23580.84
7196,21963.54
7197,20340.25
7198,19038.18
7199,17995.04
7200,17389.44
7201,17166.06
7202,17156.08
7203,17519.34
7204,18320.69
7205,21040.54
7206,22870.01
7207,23408.66
7208,23192.3
7209,22614.4
7210,22515.75
7211,22375.81
7212,22316.48
7213,22097.7
7214,22295.93
7215,22689.0
7216,23186.43
7217,24170.7
7218,24132.24
7219,23517.65
7220,22039.98
7221,20334.24
7222,18923.53
7223,17771.35
7224,17198.14
7225,17030.58
7226,16959.59
7227,17276.34
7228,18158.34
7229,20948.26
7230,22700.31
7231,22959.03
7232,22574.21
7233,21852.74
7234,21723.96
7235,21598.81
7236,21528.31
7237,21455.55
7238,21806.69
7239,22387.83
7240,23043.2
7241,23817.78
7242,23711.9
7243,23126.56
7244,21382.45
7245,19759.38
7246,18449.74
7247,17384.05
7248,16712.78
7249,16424.46
7250,16383.2
7251,16492.08
7252,16621.19
7253,17548.68
7254,18477.34
7255,19176.91
7256,19414.88
7257,19144.8
7258,18988.79
7259,18627.3
7260,18419.54
7261,18358.75
7262,18614.78
7263,19024.91
7264,19854.4
7265,20763.83
7266,20458.66
7267,19870.23
7268,18758.99
7269,17511.64
7270,16396.21
7271,15296.91
7272,14715.41
7273,14304.58
7274,13938.16
7275,13992.51
7276,14013.85
7277,14356.9
7278,14766.73
7279,15282.08
7280,15765.63
7281,15926.44
7282,15818.44
7283,15807.35
7284,15977.86
7285,16177.06
7286,16341.74
7287,16711.14
7288,17583.19
7289,18344.68
7290,18239.81
7291,18295.95
7292,17872.51
7293,16906.15
7294,15968.05
7295,14938.09
7296,14329.83
7297,13937.75
7298,13598.18
7299,13478.5
7300,13574.89
7301,13852.98
7302,14008.75
7303,14293.06
7304,14472.23
7305,14584.25
7306,14347.01
7307,14208.24
7308,14519.08
7309,14983.28
7310,15259.24
7311,15734.08
7312,16671.93
7313,17536.23
7314,17763.2
7315,17775.26
7316,17389.23
7317,16621.74
7318,15854.74
7319,14914.84
7320,14357.73
7321,14071.41
7322,14014.84
7323,14150.06
7324,14672.9
7325,16115.96
7326,19194.16
7327,21471.56
7328,22690.06
7329,23141.59
7330,23189.5
7331,23559.16
7332,23921.56
7333,23913.84
7334,23512.16
7335,23538.34
7336,23974.81
7337,24364.09
7338,24012.53
7339,23747.38
7340,23116.49
7341,21616.83
7342,19944.75
7343,18609.35
7344,17710.73
7345,17187.73
7346,16832.76
7347,16979.18
7348,17337.56
7349,18381.71
7350,21026.05
7351,22721.14
7352,23116.95
7353,22936.66
7354,22553.81
7355,22746.58
7356,23022.14
7357,23253.75
7358,23300.55
7359,23524.08
7360,24262.19
7361,24705.89
7362,24459.89
7363,24186.94
7364,23532.4
7365,22011.08
7366,20260.45
7367,18929.75
7368,17989.4
7369,17521.89
7370,17082.75
7371,17163.93
7372,17408.33
7373,18390.4
7374,20912.6
7375,22830.33
7376,23687.34
7377,24047.83
7378,23864.35
7379,24155.66
7380,24348.39
7381,23928.95
7382,23351.3
7383,23228.24
7384,24006.38
7385,24366.89
7386,24061.99
7387,23734.18
7388,22998.83
7389,21532.84
7390,19907.78
7391,18678.23
7392,17632.54
7393,17197.85
7394,17004.4
7395,16967.71
7396,17364.0
7397,18244.68
7398,20657.88
7399,22363.89
7400,23056.64
7401,23237.68
7402,23032.13
7403,23579.06
7404,23793.84
7405,23936.1
7406,23687.96
7407,23730.46
7408,24369.94
7409,24679.61
7410,24229.18
7411,23893.09
7412,23140.83
7413,21685.75
7414,20179.86
7415,18824.7
7416,17752.85
7417,17242.05
7418,16829.69
7419,16753.55
7420,16803.3
7421,17118.55
7422,18012.3
7423,18947.76
7424,19979.0
7425,20518.43
7426,20437.79
7427,20513.73
7428,20656.11
7429,20706.35
7430,20216.08
7431,20409.73
7432,21284.88
7433,21589.58
7434,21179.75
7435,20984.38
7436,20259.39
7437,19107.75
7438,18003.24
7439,16987.64
7440,15911.1
7441,15247.99
7442,14846.61
7443,14816.89
7444,14894.54
7445,15072.48
7446,15195.73
7447,15605.24
7448,16443.85
7449,17270.23
7450,17783.48
7451,18234.18
7452,18406.96
7453,18472.73
7454,18296.69
7455,18347.41
7456,19011.84
7457,19511.55
7458,19536.8
7459,19497.71
7460,19026.3
7461,18050.09
7462,17372.7
7463,16372.0
7464,15602.59
7465,15409.35
7466,15230.28
7467,15304.25
7468,15810.14
7469,17070.48
7470,20101.5
7471,22223.33
7472,23280.03
7473,23708.66
7474,23827.16
7475,24336.13
7476,24621.49
7477,24601.03
7478,24307.0
7479,24129.71
7480,24655.49
7481,24761.88
7482,24454.24
7483,24361.2
7484,23792.04
7485,22421.83
7486,20764.21
7487,19383.06
7488,18284.01
7489,17702.5
7490,17397.5
7491,17486.4
7492,17768.0
7493,18822.58
7494,21368.6
7495,23060.96
7496,23789.01
7497,24085.94
7498,24125.14
7499,24339.66
7500,24388.73
7501,24368.93
7502,24119.48
7503,24212.8
7504,24725.68
7505,24956.96
7506,24629.05
7507,24451.11
7508,23769.06
7509,22287.98
7510,20709.63
7511,19378.53
7512,18355.98
7513,17728.8
7514,17433.13
7515,17473.2
7516,17949.5
7517,18857.75
7518,21289.49
7519,22707.16
7520,22963.01
7521,22688.09
7522,22137.09
7523,22269.75
7524,22590.36
7525,22806.3
7526,23189.33
7527,23663.06
7528,24352.73
7529,24656.05
7530,24107.93
7531,23847.18
7532,23306.93
7533,21801.58
7534,20241.88
7535,19068.28
7536,18009.66
7537,17351.48
7538,16905.18
7539,16714.34
7540,16698.61
7541,16576.78
7542,16658.35
7543,16994.53
7544,17552.38
7545,18103.98
7546,18285.2
7547,18338.59
7548,18524.3
7549,18893.34
7550,19086.83
7551,19137.65
7552,19869.23
7553,20152.64
7554,19975.99
7555,19799.4
7556,19379.8
7557,18513.53
7558,17713.55
7559,16683.35
7560,15980.11
7561,15488.26
7562,15311.35
7563,15371.34
7564,15801.86
7565,16758.29
7566,18934.9
7567,20430.95
7568,21633.43
7569,22235.33
7570,22416.83
7571,22725.93
7572,22877.69
7573,22944.33
7574,22772.66
7575,22714.48
7576,23255.91
7577,23454.76
7578,22971.16
7579,22637.0
7580,22031.71
7581,20744.1
7582,19469.66
7583,18045.26
7584,17154.99
7585,16556.75
7586,16166.95
7587,16036.99
7588,16169.96
7589,16576.38
7590,17547.56
7591,18365.95
7592,19542.21
7593,20539.44
7594,20855.1
7595,20849.14
7596,20710.83
7597,20752.31
7598,20342.01
7599,20446.74
7600,21260.31
7601,21422.41
7602,21153.79
7603,20986.64
7604,20415.29
7605,19345.83
7606,18463.63
7607,17219.35
7608,16355.59
7609,15713.7
7610,15329.86
7611,15072.46
7612,15134.39
7613,15382.4
7614,15715.5
7615,16043.05
7616,17058.34
7617,18045.46
7618,18820.43
7619,19105.83
7620,19278.25
7621,19425.05
7622,19207.5
7623,19020.55
7624,19669.55
7625,19965.55
7626,20016.16
7627,19905.54
7628,19432.01
7629,18551.75
7630,17878.36
7631,16863.41
7632,16046.81
7633,15696.43
7634,15560.03
7635,15637.65
7636,15997.25
7637,17320.34
7638,20617.95
7639,22779.44
7640,24110.61
7641,24649.01
7642,24757.2
7643,25153.14
7644,25453.38
7645,25548.11
7646,25032.7
7647,24926.85
7648,25368.04
7649,25373.66
7650,24911.66
7651,24777.33
7652,24142.6
7653,22621.54
7654,21043.33
7655,19640.35
7656,18678.46
7657,18115.25
7658,17753.31
7659,17817.46
7660,18239.9
7661,19181.09
7662,21664.8
7663,23573.91
7664,24575.63
7665,24890.84
7666,24730.58
7667,24929.33
7668,24862.11
7669,25022.8
7670,24853.05
7671,24822.59
7672,25547.54
7673,25539.9
7674,25095.79
7675,24878.41
7676,24249.15
7677,22667.61
7678,21245.35
7679,19850.09
7680,18671.83
7681,18084.8
7682,17687.19
7683,17771.33
7684,18199.59
7685,19174.2
7686,21854.33
7687,23623.2
7688,24533.24
7689,24768.99
7690,24583.0
7691,24918.46
7692,25017.56
7693,25139.59
7694,24909.53
7695,24909.1
7696,25533.78
7697,25445.14
7698,24862.18
7699,24666.11
7700,24024.26
7701,22358.88
7702,20828.85
7703,19412.21
7704,18435.95
7705,17770.91
7706,17382.69
7707,17418.65
7708,17697.3
7709,18628.48
7710,21371.18
7711,23116.35
7712,23929.16
7713,24051.83
7714,23997.31
7715,24429.71
7716,24664.58
7717,24817.98
7718,24392.28
7719,24393.83
7720,25011.34
7721,24854.51
7722,24392.24
7723,24190.4
7724,23503.45
7725,21947.74
7726,20381.23
7727,19033.1
7728,18055.3
7729,17425.13
7730,17118.84
7731,17206.94
7732,17466.2
7733,18387.18
7734,21059.6
7735,22853.35
7736,23633.28
7737,24160.18
7738,24269.21
7739,24631.19
7740,24710.14
7741,24513.78
7742,24121.26
7743,24220.34
7744,24706.69
7745,24546.55
7746,24063.81
7747,23773.95
7748,23101.58
7749,21619.61
7750,20175.68
7751,18905.29
7752,17844.65
7753,17122.66
7754,16719.95
7755,16653.73
7756,16759.81
7757,17018.44
7758,18030.24
7759,18921.2
7760,19929.81
7761,20888.16
7762,21309.58
7763,21421.45
7764,21430.73
7765,21518.65
7766,20997.68
7767,20991.88
7768,21708.58
7769,21645.76
7770,21292.19
7771,20855.24
7772,20175.06
7773,19054.08
7774,17964.94
7775,16749.26
7776,15779.03
7777,15210.76
7778,14765.45
7779,14669.83
7780,14695.09
7781,14852.64
7782,15343.03
7783,15563.45
7784,16403.41
7785,17217.43
7786,17931.7
7787,18564.73
7788,18890.33
7789,19216.98
7790,19015.43
7791,18881.55
7792,19643.1
7793,19896.43
7794,19884.84
7795,19866.3
7796,19471.88
7797,18628.85
7798,18015.08
7799,17028.15
7800,16345.73
7801,15893.68
7802,15669.95
7803,15766.2
7804,16251.23
7805,17587.78
7806,20851.96
7807,22846.45
7808,23943.16
7809,24318.89
7810,24403.55
7811,24719.04
7812,24967.85
7813,25094.63
7814,24814.45
7815,24828.49
7816,25475.78
7817,25447.14
7818,25010.4
7819,24765.04
7820,24128.08
7821,22565.03
7822,20970.36
7823,19513.29
7824,18321.74
7825,17743.86
7826,17448.24
7827,17445.56
7828,17890.4
7829,18833.51
7830,21707.68
7831,23475.08
7832,24204.08
7833,24419.4
7834,24329.34
7835,24675.25
7836,24989.51
7837,25322.63
7838,25172.66
7839,25232.08
7840,25849.6
7841,25618.7
7842,25192.43
7843,24938.2
7844,24362.88
7845,22743.21
7846,21114.79
7847,19598.65
7848,18568.66
7849,17878.9
7850,17509.75
7851,17503.75
7852,17859.03
7853,18783.16
7854,21597.38
7855,23442.61
7856,24307.66
7857,24595.93
7858,24602.64
7859,25018.79
7860,25062.71
7861,25355.76
7862,24966.51
7863,24954.71
7864,25375.93
7865,25374.89
7866,25075.01
7867,24922.49
7868,24272.18
7869,22728.89
7870,21280.75
7871,19859.96
7872,18860.15
7873,18267.0
7874,17895.64
7875,17900.78
7876,18336.3
7877,19265.36
7878,22075.76
7879,23678.98
7880,24141.51
7881,24092.29
7882,23665.79
7883,23785.21
7884,24127.04
7885,24747.7
7886,24903.84
7887,25185.88
7888,25754.6
7889,25528.19
7890,25055.81
7891,24912.78
7892,24140.69
7893,22583.6
7894,21110.74
7895,19696.84
7896,18774.88
7897,18134.03
7898,17817.58
7899,17868.58
7900,18234.39
7901,19330.74
7902,22034.59
7903,23796.58
7904,24687.49
7905,25140.41
7906,25136.53
7907,25475.36
7908,25647.03
7909,25816.69
7910,25501.64
7911,25572.33
7912,26058.6
7913,25939.94
7914,25413.5
7915,25194.06
7916,24475.69
7917,22974.06
7918,21486.05
7919,20201.33
7920,19342.16
7921,18611.33
7922,18051.21
7923,18020.63
7924,18136.3
7925,18354.98
7926,19348.5
7927,20197.18
7928,21281.4
7929,22184.93
7930,22671.7
7931,22927.41
7932,22952.03
7933,22718.95
7934,22276.04
7935,22233.05
7936,22811.29
7937,22533.75
7938,22236.49
7939,21852.81
7940,21194.53
7941,20158.5
7942,19063.01
7943,17859.49
7944,17020.41
7945,16311.99
7946,16022.65
7947,15904.23
7948,15972.14
7949,16082.15
7950,16515.45
7951,16814.69
7952,17667.14
7953,18696.58
7954,19452.38
7955,19939.91
7956,20209.86
7957,20514.19
7958,20254.48
7959,20193.89
7960,20901.33
7961,20871.16
7962,20884.15
7963,20924.81
7964,20509.65
7965,19620.9
7966,19000.11
7967,18006.0
7968,17181.9
7969,16784.26
7970,16676.26
7971,16677.04
7972,17194.34
7973,18389.49
7974,21596.04
7975,23843.8
7976,25073.41
7977,25580.26
7978,25683.0
7979,26116.54
7980,26156.8
7981,26144.03
7982,25718.24
7983,25547.66
7984,26000.84
7985,25728.76
7986,25287.39
7987,25093.19
7988,24464.7
7989,23079.23
7990,21605.01
7991,20176.26
7992,19136.81
7993,18504.5
7994,18041.19
7995,18205.89
7996,18586.66
7997,19543.29
7998,22274.79
7999,24051.76
8000,25024.84
8001,25357.4
8002,25412.31
8003,25837.95
8004,25938.3
8005,25922.34
8006,25608.3
8007,25766.06
8008,26275.78
8009,26039.63
8010,25515.38
8011,25243.7
8012,24633.44
8013,22968.0
8014,21590.8
8015,20262.61
8016,19278.63
8017,18611.28
8018,18296.61
8019,18435.13
8020,18808.84
8021,19687.0
8022,22560.33
8023,24213.44
8024,25088.19
8025,25604.9
8026,25472.33
8027,25853.61
8028,26171.78
8029,26252.25
8030,25679.05
8031,25711.38
8032,26198.29
8033,25764.79
8034,25353.29
8035,25089.44
8036,24298.19
8037,22792.59
8038,21147.56
8039,19708.38
8040,18634.58
8041,18076.84
8042,17659.46
8043,17816.45
8044,18139.09
8045,19093.88
8046,21767.61
8047,23580.39
8048,24401.95
8049,24499.93
8050,24179.75
8051,24518.53
8052,24432.79
8053,24855.63
8054,24914.55
8055,25208.68
8056,25828.55
8057,25650.75
8058,25392.2
8059,25272.96
8060,24618.34
8061,23106.7
8062,21422.34
8063,20119.66
8064,19021.25
8065,18600.94
8066,18052.39
8067,18057.2
8068,18434.64
8069,19457.15
8070,22133.05
8071,23842.0
8072,24480.05
8073,24507.95
8074,24153.18
8075,24266.13
8076,24367.43
8077,24946.19
8078,24857.84
8079,25227.81
8080,25940.6
8081,25583.95
8082,25069.9
8083,24909.21
8084,24310.43
8085,22865.15
8086,21327.15
8087,20024.39
8088,19033.11
8089,18291.6
8090,17932.13
8091,17812.9
8092,17957.29
8093,18192.23
8094,19215.96
8095,19983.38
8096,21046.55
8097,21810.29
8098,22228.25
8099,22638.81
8100,22526.75
8101,22504.99
8102,22066.63
8103,22193.38
8104,22681.15
8105,22546.09
8106,22213.49
8107,21966.48
8108,21379.36
8109,20318.31
8110,19288.18
8111,18049.19
8112,17101.93
8113,16444.46
8114,15985.6
8115,15786.46
8116,15892.15
8117,16155.23
8118,16688.73
8119,17050.2
8120,17885.48
8121,18974.9
8122,19718.63
8123,20143.46
8124,20420.48
8125,20574.84
8126,20288.14
8127,20334.89
8128,20852.8
8129,20890.1
8130,20885.31
8131,20780.25
8132,20329.35
8133,19540.24
8134,18899.0
8135,17981.4
8136,17192.45
8137,16736.69
8138,16540.7
8139,16583.9
8140,17041.34
8141,18391.54
8142,21673.39
8143,23759.59
8144,25012.25
8145,25793.96
8146,25890.94
8147,26293.08
8148,26518.38
8149,26582.51
8150,26250.85
8151,26169.71
8152,26605.7
8153,26403.78
8154,26076.7
8155,25910.0
8156,25242.18
8157,23711.84
8158,22189.91
8159,20828.13
8160,19701.48
8161,19135.21
8162,18743.53
8163,18724.23
8164,19102.81
8165,20160.61
8166,23027.23
8167,24993.86
8168,26023.93
8169,26533.04
8170,26621.45
8171,26864.04
8172,26860.16
8173,26912.44
8174,26528.08
8175,26573.36
8176,27180.2
8177,26861.56
8178,26367.43
8179,26066.26
8180,25514.16
8181,23925.28
8182,22326.8
8183,20917.96
8184,19986.48
8185,19387.55
8186,18985.44
8187,19014.74
8188,19370.0
8189,20355.46
8190,23094.58
8191,25034.19
8192,26162.41
8193,26569.06
8194,26654.01
8195,26910.05
8196,27079.06
8197,27072.03
8198,26534.73
8199,26405.03
8200,26923.54
8201,26674.64
8202,26150.53
8203,25981.61
8204,25429.79
8205,23811.46
8206,22457.91
8207,21180.21
8208,20086.96
8209,19404.71
8210,19059.38
8211,19101.44
8212,19531.54
8213,20417.06
8214,22996.74
8215,24887.86
8216,25917.8
8217,26558.3
8218,26701.86
8219,26984.89
8220,27179.03
8221,27174.09
8222,26593.85
8223,26742.23
8224,27032.06
8225,26831.91
8226,26334.99
8227,26188.03
8228,25466.14
8229,23947.01
8230,22626.4
8231,21250.59
8232,20219.48
8233,19587.95
8234,19266.83
8235,19228.64
8236,19468.69
8237,20380.71
8238,22870.6
8239,24771.05
8240,25800.55
8241,26334.34
8242,26477.7
8243,26840.46
8244,26879.78
8245,26741.49
8246,26061.04
8247,25965.61
8248,26534.83
8249,26277.93
8250,25809.64
8251,25515.66
8252,24795.46
8253,23346.78
8254,21986.36
8255,20796.44
8256,19694.88
8257,19106.08
8258,18652.51
8259,18694.54
8260,18845.19
8261,19008.51
8262,20047.38
8263,21001.1
8264,22238.71
8265,23481.56
8266,24010.08
8267,24267.93
8268,24003.49
8269,23742.79
8270,23140.95
8271,23106.99
8272,23656.0
8273,23405.95
8274,23095.45
8275,22784.63
8276,22215.69
8277,21010.69
8278,20025.38
8279,18900.64
8280,17862.99
8281,17270.98
8282,16871.08
8283,16707.08
8284,16706.04
8285,16984.01
8286,17566.85
8287,18024.1
8288,18985.3
8289,20271.54
8290,21096.55
8291,21404.3
8292,21325.36
8293,21451.88
8294,21255.54
8295,21167.6
8296,21812.25
8297,21900.86
8298,21863.6
8299,21839.86
8300,21335.15
8301,20481.01
8302,19742.29
8303,18709.78
8304,17932.26
8305,17564.5
8306,17296.05
8307,17428.89
8308,17835.59
8309,19098.8
8310,22606.89
8311,24795.71
8312,25968.15
8313,26554.2
8314,26539.73
8315,26748.06
8316,26828.59
8317,26775.16
8318,26365.76
8319,26369.24
8320,27008.09
8321,26833.05
8322,26398.39
8323,26107.2
8324,25322.85
8325,23751.68
8326,22247.43
8327,20932.88
8328,19926.86
8329,19334.7
8330,18863.91
8331,18828.09
8332,19129.34
8333,20108.05
8334,22775.39
8335,24787.98
8336,25717.88
8337,26085.36
8338,26056.29
8339,26418.53
8340,26545.64
8341,26577.61
8342,26063.25
8343,26069.89
8344,26572.58
8345,26396.11
8346,25853.0
8347,25684.3
8348,25050.14
8349,23541.55
8350,22009.44
8351,20682.65
8352,19578.63
8353,19010.98
8354,18648.15
8355,18584.43
8356,18930.44
8357,19912.71
8358,22539.63
8359,24430.74
8360,25267.64
8361,25632.11
8362,25551.63
8363,25998.51
8364,26026.99
8365,26071.59
8366,25716.71
8367,25718.04
8368,26094.69
8369,25833.79
8370,25393.04
8371,25172.21
8372,24522.29
8373,23108.14
8374,21588.19
8375,20157.43
8376,19043.6
8377,18429.24
8378,18016.74
8379,17976.45
8380,18343.1
8381,19104.71
8382,21762.73
8383,23783.51
8384,24711.59
8385,25030.39
8386,24907.51
8387,25220.06
8388,25213.85
8389,25338.4
8390,25153.68
8391,25206.35
8392,25645.2
8393,25400.0
8394,25049.99
8395,24913.25
8396,24300.08
8397,22817.75
8398,21290.86
8399,19857.19
8400,18746.8
8401,18218.05
8402,17786.69
8403,17872.75
8404,18142.51
8405,19092.03
8406,21866.89
8407,23737.48
8408,24502.8
8409,24875.11
8410,24886.41
8411,25088.23
8412,25149.25
8413,25236.76
8414,24942.89
8415,25094.94
8416,25590.23
8417,25267.23
8418,24982.18
8419,24552.54
8420,24009.25
8421,22671.23
8422,21213.46
8423,19926.46
8424,18904.33
8425,18202.36
8426,17866.05
8427,17601.08
8428,17702.81
8429,17932.65
8430,18995.19
8431,19918.68
8432,21016.13
8433,22050.55
8434,22491.13
8435,22770.21
8436,22748.05
8437,22530.3
8438,22237.69
8439,22374.41
8440,22844.53
8441,22578.1
8442,22302.59
8443,22023.9
8444,21217.3
8445,20109.85
8446,18989.64
8447,17625.28
8448,16544.49
8449,15947.16
8450,15461.44
8451,15342.71
8452,15395.46
8453,15579.13
8454,16145.68
8455,16589.68
8456,17503.93
8457,18716.69
8458,19598.25
8459,20024.03
8460,20170.81
8461,20329.33
8462,20106.35
8463,20330.88
8464,20952.11
8465,21016.0
8466,21065.68
8467,21147.71
8468,20630.68
8469,19673.36
8470,18927.06
8471,17892.66
8472,17036.68
8473,16480.19
8474,16192.4
8475,16310.38
8476,16653.81
8477,17862.99
8478,20958.48
8479,23280.75
8480,24635.54
8481,25189.26
8482,25305.95
8483,25656.41
8484,25847.01
8485,25825.99
8486,25438.98
8487,25492.43
8488,25999.34
8489,25865.0
8490,25557.84
8491,25441.14
8492,24916.96
8493,23572.39
8494,22008.55
8495,20700.66
8496,19803.21
8497,19048.93
8498,18747.5
8499,18762.26
8500,19153.9
8501,19977.4
8502,22439.18
8503,24680.55
8504,25820.53
8505,26236.65
8506,26090.74
8507,26198.79
8508,26189.44
8509,26333.59
8510,26071.84
8511,26081.6
8512,26693.49
8513,26538.04
8514,26219.08
8515,26091.74
8516,25428.28
8517,24054.79
8518,22642.4
8519,21156.73
8520,20006.54
8521,19280.83
8522,18852.69
8523,18906.85
8524,19270.64
8525,20234.41
8526,22596.94
8527,24533.08
8528,25725.6
8529,26435.93
8530,26403.44
8531,26709.41
8532,26737.46
8533,26811.23
8534,26426.35
8535,26306.1
8536,26877.26
8537,26682.73
8538,26422.54
8539,26234.24
8540,25629.23
8541,24065.73
8542,22496.54
8543,21017.63
8544,19775.44
8545,18907.08
8546,18530.14
8547,18465.09
8548,18724.98
8549,19601.96
8550,21799.93
8551,23577.43
8552,24713.18
8553,25656.89
8554,26172.0
8555,26511.68
8556,26479.31
8557,26441.38
8558,25929.99
8559,25861.68
8560,26490.09
8561,26307.86
8562,25899.99
8563,25442.9
8564,24735.08
8565,23228.84
8566,21639.73
8567,19891.9
8568,18481.39
8569,17461.91
8570,16886.76
8571,16662.5
8572,16612.66
8573,16930.35
8574,17594.96
8575,18483.13
8576,19548.46
8577,20818.84
8578,21288.18
8579,21178.6
8580,21013.09
8581,20823.48
8582,20238.3
8583,20342.73
8584,20523.85
8585,18980.44
8586,17891.25
8587,17306.89
8588,17081.71
8589,16972.44
8590,16938.06
8591,16263.01
8592,15483.94
8593,14846.1
8594,14297.84
8595,14039.6
8596,14128.08
8597,14380.41
8598,14894.66
8599,15173.76
8600,15830.96
8601,16969.09
8602,17599.56
8603,17848.06
8604,17886.25
8605,17924.01
8606,17643.68
8607,17412.5
8608,18078.71
8609,18295.39
8610,18345.43
8611,18424.26
8612,18361.94
8613,17907.11
8614,17585.45
8615,16805.88
8616,16124.63
8617,15472.5
8618,15144.61
8619,15037.68
8620,15274.59
8621,15463.49
8622,15891.59
8623,16210.34
8624,16786.03
8625,17964.66
8626,18785.51
8627,18864.6
8628,18831.83
8629,18902.68
8630,18769.29
8631,18558.41
8632,19441.1
8633,19653.88
8634,19906.86
8635,20086.23
8636,19929.15
8637,19379.76
8638,18766.4
8639,17836.28
8640,16956.8
8641,16433.84
8642,16127.98
8643,16046.99
8644,16485.65
8645,17323.76
8646,19615.61
8647,21453.88
8648,22931.01
8649,24179.29
8650,24663.46
8651,24901.35
8652,24765.43
8653,24836.06
8654,24550.08
8655,24240.35
8656,24809.58
8657,24749.93
8658,24380.85
8659,24243.58
8660,23576.49
8661,22283.7
8662,21009.6
8663,19576.93
8664,18464.86
8665,17915.09
8666,17566.61
8667,17584.21
8668,17791.53
8669,18616.76
8670,20758.11
8671,22381.55
8672,23521.45
8673,24456.54
8674,24957.95
8675,25237.15
8676,25242.39
8677,25215.98
8678,24647.13
8679,24483.19
8680,24924.46
8681,24813.85
8682,24394.36
8683,23983.81
8684,23478.59
8685,22144.46
8686,20856.46
8687,19546.21
8688,18414.1
8689,17652.39
8690,17380.64
8691,17363.7
8692,17596.91
8693,18357.7
8694,20384.85
8695,22084.09
8696,23229.21
8697,24050.26
8698,24399.3
8699,24741.08
8700,24856.7
8701,24964.61
8702,24467.04
8703,24169.33
8704,24667.93
8705,24501.4
8706,24176.58
8707,24029.74
8708,23502.73
8709,22168.58
8710,20699.75
8711,19187.8
8712,18198.65
8713,17433.53
8714,17089.88
8715,17028.98
8716,17196.88
8717,17880.71
8718,19761.03
8719,21284.16
8720,22300.93
8721,23169.95
8722,23500.5
8723,23742.75
8724,23730.18
8725,23877.43
8726,23439.16
8727,23210.3
8728,23649.05
8729,23432.7
8730,23156.08
8731,22879.16
8732,22196.34
8733,20805.31
8734,19528.45
8735,17971.58
8736,16811.31
8737,16029.08
8738,15696.69
8739,15337.04
8740,15394.6
8741,15824.86
8742,16922.19
8743,17891.15
8744,18762.71
8745,19815.3
8746,20373.3
8747,20413.21
8748,20244.61
8749,20348.24
8750,20030.06
8751,20041.59
8752,20659.59
8753,20351.11
8754,19762.09
8755,18857.63
8756,17662.39
8757,16658.93
8758,16156.84
8759,15486.19
8760,14910.84
8761,14438.25
8762,13934.85
8763,13579.01
8764,13396.76
8765,13364.28
8766,13449.13
8767,13444.28
8768,13527.46
8769,14202.3
8770,14851.48
8771,15642.66
8772,16235.19
8773,16711.69
8774,16873.76
8775,17032.34
8776,17715.21
8777,17886.91
8778,17929.08
8779,17898.4
8780,17593.86
8781,16971.96
8782,16426.2
8783,15410.88
8784,14479.51
8785,13833.25
8786,13451.21
8787,13267.48
8788,13325.89
8789,13713.75
8790,14229.83
8791,14542.48
8792,14959.55
8793,15855.05
8794,16708.59
8795,17032.09
8796,17414.24
8797,18006.33
8798,17914.13
8799,18023.98
8800,18626.89
8801,18737.35
8802,18752.55
8803,18773.65
8804,18377.64
8805,17527.2
8806,16897.31
8807,15711.23
8808,14917.71
8809,14445.8
8810,14222.64
8811,14320.25
8812,14814.36
8813,15727.13
8814,18749.4
8815,20920.8
8816,22134.99
8817,22928.88
8818,22934.63
8819,23365.99
8820,23608.29
8821,23666.36
8822,23373.79
8823,23416.66
8824,23971.48
8825,23882.45
8826,23557.64
8827,23339.83
8828,22852.41
8829,21305.9
8830,19825.14
8831,18509.19
8832,17594.0
8833,16879.76
8834,16612.08
8835,16602.89
8836,16936.01
8837,17762.78
8838,20157.96
8839,22050.56
8840,23022.83
8841,23453.55
8842,23659.55
8843,24118.15
8844,24361.34
8845,24275.96
8846,24024.09
8847,23958.55
8848,24401.81
8849,24328.08
8850,23992.48
8851,23735.78
8852,23111.93
8853,21669.33
8854,20228.69
8855,18802.19
8856,17752.39
8857,17162.55
8858,16786.86
8859,16803.3
8860,17165.55
8861,17873.78
8862,20242.51
8863,22207.44
8864,23028.44
8865,23534.68
8866,23727.43
8867,24107.31
8868,24197.48
8869,24214.81
8870,23969.36
8871,23815.59
8872,24337.56
8873,24205.3
8874,23696.68
8875,23424.95
8876,22866.23
8877,21539.88
8878,20089.14
8879,18792.29
8880,17749.54
8881,16976.74
8882,16561.28
8883,16398.65
8884,16401.45
8885,16213.45
8886,16250.21
8887,16589.66
8888,17087.25
8889,18075.9
8890,18798.54
8891,19315.1
8892,19657.84
8893,19860.33
8894,19875.14
8895,19752.93
8896,20401.75
8897,20552.34
8898,20465.36
8899,20485.38
8900,20225.54
8901,19556.25
8902,18883.9
8903,17761.36
8904,16997.31
8905,16432.71
8906,16185.58
8907,16161.14
8908,16425.0
8909,17181.99
8910,18906.0
8911,20101.44
8912,20909.46
8913,21505.04
8914,21345.63
8915,21263.56
8916,21227.68
8917,21884.74
8918,22107.31
8919,22318.53
8920,22930.2
8921,23000.38
8922,22791.78
8923,22451.2
8924,22021.69
8925,20822.3
